id,tratamiento,cepa,concentracion,longitudP,superficieP,volumenP,diametroP,nlaterales,densidad,interbranch_distance,longitudL,longitudTotal,diametroL,Exp
181,23,MBI600,1.00E+07,12.962282,8.340408,0.5419422,0.18187316,38,3.4057398,2.0781136,77.88937773,90.85165973,0.041997591,Exp1
182,23,MBI600,1.00E+07,14.436407,10.662775,0.77218837,0.20586732,52,3.9999635,0.59996563,210.1421037,224.5785107,0.048052673,Exp1
183,23,MBI600,1.00E+07,25.222998,13.7763605,0.8020392,0.15491144,55,3.16573,0.998422,153.8826531,179.1056511,0.046734892,Exp1
184,23,MBI600,1.00E+07,23.02413,13.039037,0.8421039,0.1337417,44,3.408428,1.8914104,97.43472303,120.458853,0.042397271,Exp1
185,24,MBI600,1.00E+08,19.570475,10.892883,0.56650853,0.1623792,51,3.4356084,0.46234563,170.0770508,189.6475258,0.044848451,Exp1
186,24,MBI600,1.00E+08,25.732091,11.7888586,0.63949605,0.10332219,48,3.4634283,0.8784578,132.1033907,157.8354817,0.045508322,Exp1
187,24,MBI600,1.00E+08,30.366545,19.084373,1.165359,0.17946678,67,2.473777,0.57332385,217.7715863,248.1381313,0.045651492,Exp1
188,24,MBI600,1.00E+08,28.047485,14.148267,0.7089854,0.13714704,31,2.3865259,1.709355,130.1961453,158.2436303,0.052187038,Exp1
189,24,MBI600,1.00E+08,25.163664,11.403586,0.55949605,0.13372219,40,2.6634283,0.716212,169.5670372,194.7307012,0.051991869,Exp1
190,24,MBI600,1.00E+08,23.217947,12.844328,0.6821343,0.16813546,45,4.5977902,0.86182636,128.4306427,151.6485897,0.049246381,Exp1
191,24,MBI600,1.00E+08,18.181387,11.724744,0.6663328,0.1928616,31,2.2429776,0.68556356,100.2197377,118.4011247,0.058239456,Exp1
192,24,MBI600,1.00E+08,28.432991,13.265404,0.6086254,0.118703775,3,5.42432,0.36870927,22.3400205,50.7730115,0.09825944,Exp1
193,1,UA321,control,28.753145,16.836851,0.9798552,0.16040114,88,3.2828617,2.740048,224.9532641,253.7064091,0.053789818,Exp2
194,1,UA321,control,29.533228,18.027514,1.0641781,0.1672708,70,2.5802777,3.5987017,186.6025978,216.1358258,0.046818633,Exp2
195,1,UA321,control,28.163683,17.349356,0.9975256,0.16825432,30,2.5364203,2.775129,84.37320068,112.5368837,0.057572711,Exp2
196,1,UA321,control,21.16319,12.665345,0.699425,0.17882493,73,4.5662346,2.0280387,180.9492521,202.1124421,0.048565961,Exp2
197,1,UA321,control,28.734156,17.336216,0.98706883,0.1682838,88,3.474747,1.3266006,164.3468747,193.0810307,0.05452992,Exp2
198,1,UA321,control,25.950397,14.584354,0.76192033,0.17111468,34,1.3771652,1.752635,109.1329272,135.0833242,0.060976152,Exp2
199,1,UA321,control,27.247595,18.609983,1.1265227,0.20254819,50,3.9714155,1.0924981,109.4767131,134.0192321,0.0482026,Exp2
200,1,UA321,control,20.783401,11.23198,0.6971031,0.14047773,35,3.1983104,0.8239284,113.3757403,134.1591413,0.049734887,Exp2
201,2,UA321,1.00E+04,18.206036,10.840198,0.6040218,0.173143,65,3.904123,2.6531081,163.2806998,181.4867358,0.045558373,Exp2
202,2,UA321,1.00E+04,25.455524,14.760117,0.8305332,0.16603707,43,1.8089429,0.94146216,129.581325,155.036849,0.052908785,Exp2
203,2,UA321,1.00E+04,21.71149,15.360036,0.97592205,0.20283781,38,3.2028754,2.275274,83.09373627,104.8052263,0.052524356,Exp2
204,2,UA321,1.00E+04,12.98765,9.494507,0.628255,0.21753025,30,2.4658067,0.91729265,94.35505959,107.3427096,0.062115375,Exp2
205,2,UA321,1.00E+04,23.92496,16.988966,1.2111534,0.18781938,51,2.4900432,0.96275765,112.21917,136.14413,0.057156548,Exp2
206,2,UA321,1.00E+04,13.819147,9.289284,0.654015,0.16373909,37,3.5957024,1.2539682,132.1168256,145.9359726,0.060371595,Exp2
207,2,UA321,1.00E+04,14.244182,9.126023,0.5474758,0.19669211,38,2.898941,0.4955633,149.2738744,163.5180564,0.054716101,Exp2
208,2,UA321,1.00E+04,26.925104,13.909222,0.72135055,0.14424713,42,3.8639898,1.0883462,188.1994029,215.1245069,0.04898924,Exp2
209,3,UA321,1.00E+05,23.690966,14.488211,0.84503275,0.16442005,41,2.5045102,3.0372727,95.4170859,119.1080519,0.057199573,Exp2
210,3,UA321,1.00E+05,11.49818,8.208649,0.5253698,0.22952245,58,5.044276,1.9956477,206.3340152,217.8321952,0.053955663,Exp2
211,3,UA321,1.00E+05,19.753586,11.5742288,0.64504301,0.133312776,35.4,1.95733054,1.88101606,86.16033872,105.9139247,0.041263698,Exp2
212,3,UA321,1.00E+05,22.138784,12.435488,0.62664884,0.16385503,38,2.3245347,2.7678144,70.7151137,92.8538977,0.045626952,Exp2
213,3,UA321,1.00E+05,33.72043,18.393082,0.91960746,0.16348712,33,1.0767268,1.226108,47.57907106,81.29950106,0.056331608,Exp2
214,3,UA321,1.00E+05,19.21775,12.554363,0.833926,0.17480168,65,3.880881,2.3738852,217.0904229,236.3081729,0.047160357,Exp2
215,3,UA321,1.00E+05,27.414335,19.329466,1.3070816,0.20348991,94,7.231573,3.1329837,223.3442628,250.7585978,0.055879417,Exp2
216,3,UA321,1.00E+05,17.625616,10.340892,0.5942439,0.1686605,33,7.1158204,1.624551,96.80867164,114.4342876,0.05041649,Exp2
217,4,UA321,1.00E+06,14.294059,9.583555,0.68698066,0.16434863,48,4.303552,2.1224225,149.7331055,164.0271645,0.050485131,Exp2
218,4,UA321,1.00E+06,31.209345,16.463959,0.84172004,0.15373419,51,2.793386,1.3560191,198.8454506,230.0547956,0.062347276,Exp2
219,4,UA321,1.00E+06,27.583805,16.526913,0.9779296,0.15393719,41,5.0626445,1.3664818,81.87995853,109.4637635,0.077943508,Exp2
220,4,UA321,1.00E+06,22.181725,11.60713,0.56673366,0.15261598,31,2.1217947,2.1262937,115.9330333,138.1147583,0.064388182,Exp2
221,4,UA321,1.00E+06,23.1475,14.759523,0.86303586,0.18877116,52,2.8340757,2.275508,153.0123144,176.1598144,0.05506169,Exp2
222,4,UA321,1.00E+06,21.138533,15.073124,1.0840204,0.2022756,62,3.9638467,1.8878019,188.37659,209.515123,0.0496965,Exp2
223,4,UA321,1.00E+06,25.075695,15.018775,0.84532785,0.17855605,57,3.3181474,3.9164128,171.1273346,196.2030296,0.061708944,Exp2
224,4,UA321,1.00E+06,22.253633,13.205966,0.76076853,0.16679345,30,2.0520346,2.5919034,92.75011307,115.0037461,0.076840972,Exp2
225,5,UA321,1.00E+07,18.437653,10.79626,0.61812305,0.16892911,40,5.135877,1.1116204,120.7497925,139.1874455,0.049098458,Exp2
226,5,UA321,1.00E+07,13.03153,8.799879,0.64106864,0.14676145,43,4.2560744,0.7987241,130.502292,143.533822,0.051816274,Exp2
227,5,UA321,1.00E+07,26.27709,15.284259,0.83865017,0.16706043,43,1.8147948,1.9462085,141.5387357,167.8158257,0.052549427,Exp2
228,5,UA321,1.00E+07,18.77565,12.765282,0.8673685,0.18937778,48,2.9384003,2.3785717,127.3467655,146.1224155,0.052117512,Exp2
229,5,UA321,1.00E+07,19.443731,13.148599,0.78855526,0.17133158,21,1.3896685,1.4384305,66.85427381,86.29800481,0.068633682,Exp2
230,5,UA321,1.00E+07,12.424188,8.0839205,0.47766832,0.20181741,38,3.3769667,1.5760758,92.86406826,105.2882563,0.045103242,Exp2
231,5,UA321,1.00E+07,12.382025,7.993191,0.47654796,0.19363734,38,4.150003,0.6439294,112.2873184,124.6693434,0.046329349,Exp2
232,5,UA321,1.00E+07,18.55383,11.164584,0.62714356,0.17960505,45,3.3738205,0.9466446,96.5408454,115.0946754,0.052956053,Exp2
233,6,UA321,1.00E+08,25.7663,14.782915,0.8101237,0.17131002,58,2.8526604,0.6720517,154.0832582,179.8495582,0.053730544,Exp2
234,6,UA321,1.00E+08,19.194569,11.797752,0.67149407,0.1817045,58,3.6348794,2.341227,176.4123892,195.6069582,0.053855378,Exp2
235,6,UA321,1.00E+08,23.628227,15.515742,0.89434326,0.18929017,21,2.9797013,1.3966881,58.83379369,82.46202069,0.068688501,Exp2
236,6,UA321,1.00E+08,24.139736,13.420719,0.8571969,0.14962307,33,2.3693326,0.8115289,140.5704578,164.7101938,0.059986963,Exp2
237,6,UA321,1.00E+08,20.78782,12.8354435,0.7214646,0.19074287,51,3.221495,0.5938976,176.5826144,197.3704344,0.060258281,Exp2
238,6,UA321,1.00E+08,32.79528,18.550081,0.9598678,0.1546881,38,1.3406152,1.1297963,109.53518,142.33046,0.068585535,Exp2
239,6,UA321,1.00E+08,21.097622,14.397511,0.965664,0.18990576,68,3.4845572,3.8635976,160.7554703,181.8530923,0.06420196,Exp2
240,6,UA321,1.00E+08,28.451262,15.797882,0.8536904,0.14920947,43,2.440324,0.92738265,120.4419201,148.8931821,0.059727528,Exp2
241,7,EA575,control,24.542519,11.825441,0.70825434,0.12055928,34,3.6449451,1.4240115,109.4767131,134.0192321,0.0482026,Exp2
242,7,EA575,control,22.995968,12.428716,0.6549142,0.15250961,42,2.9215362,2.3182044,126.0916961,149.0876641,0.046304405,Exp2
243,7,EA575,control,20.699238,11.428267,0.64023584,0.1589106,53,3.880789,0.9168345,177.9625352,198.6617732,0.043123183,Exp2
244,7,EA575,control,25.08486,13.357651,0.7176843,0.14251013,45,2.071974,4.065091,148.0885227,173.1733827,0.051909534,Exp2
245,7,EA575,control,25.188318,14.569397,0.79298013,0.17576326,56,2.9834201,0.6765722,188.9219799,214.1102979,0.044447765,Exp2
246,7,EA575,control,13.474003,9.166378,0.59725845,0.20528725,52,4.051227,0.8415627,136.0424646,149.5164676,0.04350021,Exp2
247,7,EA575,control,11.346357,7.0644016,0.42983046,0.19836468,32,4.0055175,1.347327,98.8353331,110.1816901,0.043075215,Exp2
248,7,EA575,control,12.177598,7.6334567,0.42950097,0.19015855,11,1.2743857,0.9695391,31.65077755,43.82837555,0.051286042,Exp2
249,8,EA575,1.00E+04,20.497816,11.331598,0.65728563,0.14850569,39,3.3116,2.979262,70.4337492,90.9315652,0.066087356,Exp2
250,8,EA575,1.00E+04,20.097788,12.71664,0.7305044,0.19010432,27,1.8905596,4.1310997,46.14270093,66.24048893,0.075832437,Exp2
251,8,EA575,1.00E+04,29.959959,16.244867,0.84573686,0.14515045,41,2.4030588,1.4253532,83.3087657,113.2687247,0.065441633,Exp2
252,8,EA575,1.00E+04,11.536512,3.710813,0.111223176,0.09211237,51,6.617622,0.342342,62.94078176,74.47729376,0.034505487,Exp2
253,8,EA575,1.00E+04,28.584162,18.950083,1.1768564,0.1946469,56,2.440853,0.68848664,170.8912108,199.4753728,0.070366758,Exp2
254,8,EA575,1.00E+04,24.045883,15.926607,0.96031284,0.1965029,56,6.580608,0.9950172,160.2254498,184.2713328,0.056008155,Exp2
255,8,EA575,1.00E+04,16.96696,10.597334,0.68977374,0.16868,49,4.073735,1.2434889,153.4050455,170.3720055,0.054820635,Exp2
256,8,EA575,1.00E+04,23.35155,14.709516,0.8925866,0.17145045,40,2.9920986,1.1797158,130.154696,153.506246,0.057603838,Exp2
257,9,EA575,1.00E+05,20.849686,11.120936,0.56618696,0.15920031,56,3.1539543,0.80620164,206.1225546,226.9722406,0.048478276,Exp2
258,9,EA575,1.00E+05,26.044184,14.469143,0.74716634,0.15891121,92,3.9765143,1.8083209,270.6733298,296.7175138,0.060420043,Exp2
259,9,EA575,1.00E+05,27.570173,14.89134,0.75611466,0.16266984,35,2.1966631,0.8551737,110.891896,138.462069,0.057728603,Exp2
260,9,EA575,1.00E+05,31.905628,16.022484,0.81304634,0.13657415,85,2.6760275,2.5375767,244.5702261,276.4758541,0.059926663,Exp2
261,9,EA575,1.00E+05,18.90307,11.489159,0.6708078,0.17174324,76,4.102993,3.8438208,246.9201369,265.8232069,0.052805981,Exp2
262,9,EA575,1.00E+05,31.6586,18.788092,1.1096803,0.157033,44,2.0840023,0.69504964,109.7206691,141.3792691,0.07123969,Exp2
263,9,EA575,1.00E+05,18.109465,10.694319,0.5980071,0.17613661,33,3.9800985,1.4549179,119.1643427,137.2738077,0.059750032,Exp2
264,9,EA575,1.00E+05,23.141657,14.760648,0.8092786,0.19336595,46,4.081306,4.2417154,123.1517666,146.2934236,0.066959004,Exp2
265,10,EA575,1.00E+06,18.431278,12.220175,0.7327677,0.19988583,58,3.3692238,1.346623,147.3511023,165.7823803,0.039940593,Exp2
266,10,EA575,1.00E+06,25.541502,13.590357,0.7599146,0.15544668,61,2.6711988,2.3026829,182.4531764,207.9946784,0.052009613,Exp2
267,10,EA575,1.00E+06,20.722857,12.825746,0.6676101,0.18933041,22,1.1089568,1.1002257,53.99661833,74.71947533,0.054206706,Exp2
268,10,EA575,1.00E+06,15.463209,10.718118,0.7087118,0.21122614,57,3.9450326,0.92214835,147.0264232,162.4896322,0.048163693,Exp2
269,10,EA575,1.00E+06,22.974665,12.535014,0.7035516,0.14750941,39,3.2202022,1.1870667,93.15107158,116.1257366,0.046344419,Exp2
270,10,EA575,1.00E+06,13.372043,10.734588,0.9335602,0.19466965,36,4.10424,0.7376599,113.3757927,126.7478357,0.049358739,Exp2
271,10,EA575,1.00E+06,26.540295,14.0826645,0.7235571,0.14997944,51,2.9723756,1.9508221,120.0017586,146.5420536,0.044425256,Exp2
272,10,EA575,1.00E+06,28.807777,19.043045,1.1442869,0.19295134,41,1.6971806,2.212585,109.8208832,138.6286602,0.060619506,Exp2
273,11,EA575,1.00E+07,29.205812,17.005402,0.9115257,0.16856197,66,2.797128,1.1614213,204.1896898,233.3955018,0.056679298,Exp2
274,11,EA575,1.00E+07,23.85085,14.899104,0.7869963,0.1935801,38,4.112745,2.0005574,107.6744132,131.5252632,0.071122256,Exp2
275,11,EA575,1.00E+07,26.01815,15.5789795,0.83370334,0.17500295,35,2.2785025,1.0954983,91.14711913,117.1652691,0.067647866,Exp2
276,11,EA575,1.00E+07,19.136662,12.710537,0.7454276,0.20521107,22,1.2764708,1.1584759,53.48011156,72.61677356,0.067104074,Exp2
277,11,EA575,1.00E+07,27.712933,14.014119,0.6999134,0.14096975,55,2.21028,0.84674424,135.0098866,162.7228196,0.058421692,Exp2
278,11,EA575,1.00E+07,17.41109,12.187892,0.79867357,0.20583673,31,2.305261,0.9409786,69.00621067,86.41730067,0.08371721,Exp2
279,11,EA575,1.00E+07,20.018475,12.768696,0.79834795,0.18498927,55,3.2916532,1.7621515,177.0923364,197.1108114,0.058241274,Exp2
280,11,EA575,1.00E+07,27.417131,14.6564865,0.8270244,0.13995497,56,2.7757602,2.010612,173.0030679,200.4201989,0.052147677,Exp2
281,12,EA575,1.00E+08,20.978716,10.854304,0.61181206,0.13573869,53,4.239772,1.495889,210.3567292,231.3354452,0.045289067,Exp2
282,12,EA575,1.00E+08,17.833832,9.102988,0.48415306,0.14900641,38,7.8666687,0.94099,120.9986736,138.8325056,0.048882964,Exp2
283,12,EA575,1.00E+08,24.73094,13.367837,0.6724317,0.15628362,40,2.279354,0.88047254,132.3438596,157.0747996,0.051116693,Exp2
284,12,EA575,1.00E+08,23.669062,13.064171,0.7005396,0.16075422,41,2.028032,2.2332535,111.9860263,135.6550883,0.05199041,Exp2
285,12,EA575,1.00E+08,19.632277,15.664442,1.1877565,0.2318605,84,4.792667,3.853902,232.5077819,252.1400589,0.051239277,Exp2
286,12,EA575,1.00E+08,30.055752,15.781539,0.77114236,0.1551132,41,1.4457582,2.9374347,86.68873871,116.7444907,0.057923441,Exp2
287,12,EA575,1.00E+08,27.631992,16.015299,0.84016687,0.16751061,45,1.7572207,0.9200389,105.0373454,132.6693374,0.054628501,Exp2
288,12,EA575,1.00E+08,21.612986,13.371102,0.82417554,0.16965164,26,1.8250002,1.5271845,50.00697597,71.61996197,0.059206775,Exp2
289,13,FZB42,control,18.12759,10.961591,0.64520717,0.1629777,36,3.0216577,0.8358402,72.67306163,90.80065163,0.073575203,Exp2
290,13,FZB42,control,17.641981,11.146374,0.68103296,0.1825681,48,3.439965,1.9972413,144.955803,162.597784,0.05552586,Exp2
291,13,FZB42,control,27.92362,15.37162,0.8340354,0.14773534,48,3.0301967,1.2144742,135.8885638,163.8121838,0.058959321,Exp2
292,13,FZB42,control,27.077156,15.59701,0.86490697,0.16385731,55,3.0878534,2.5617802,164.1573894,191.2345454,0.058556331,Exp2
293,13,FZB42,control,15.91538,8.86224,0.51529324,0.1444872,37,4.0189166,1.4813247,97.5549483,113.4703283,0.064844275,Exp2
294,13,FZB42,control,18.000734,12.482111,0.8275952,0.20950033,57,3.2547848,0.90874064,157.2931349,175.2938689,0.054883768,Exp2
295,13,FZB42,control,18.948566,9.159449,0.44374368,0.12642731,32,2.8560834,0.93676645,116.0146377,134.9632037,0.060123359,Exp2
296,13,FZB42,control,28.96794,16.23405,0.8147206,0.15589012,40,1.3964956,1.8872471,65.27798973,94.24592973,0.062096377,Exp2
297,14,FZB42,1.00E+04,20.949991,12.310079,0.6509065,0.175487,44,2.3607075,2.9093351,173.2100581,194.1600491,0.062410063,Exp2
298,14,FZB42,1.00E+04,20.02571,10.535905,0.5250855,0.15868154,29,2.5442681,1.5932707,133.1156382,153.1413482,0.061119284,Exp2
299,14,FZB42,1.00E+04,20.464762,12.6557665,0.7513626,0.17740187,43,2.6269798,1.9935702,105.426281,125.891043,0.056403544,Exp2
300,14,FZB42,1.00E+04,22.834814,14.256519,0.8611573,0.15267923,28,1.6726366,2.0156221,73.25739137,96.09220537,0.077145237,Exp2
301,14,FZB42,1.00E+04,20.736046,12.254568,0.6858487,0.16381794,53,3.7644114,0.70367855,146.0869849,166.8230309,0.055008678,Exp2
302,14,FZB42,1.00E+04,21.791462,11.498633,0.56947035,0.14676468,44,2.1755586,9.510829,76.07708943,97.86855143,0.057572744,Exp2
303,14,FZB42,1.00E+04,27.349337,15.104381,0.79692996,0.15500167,50,2.2006085,0.781458,127.3630386,154.7123756,0.067586525,Exp2
304,14,FZB42,1.00E+04,19.887545,11.453014,0.6635822,0.16163349,23,1.6763265,0.8346309,115.9136521,135.9635371,0.049983284,Exp2
305,15,FZB42,1.00E+05,17.36876086,11.75586029,0.809786159,0.19650719,37,3.846258857,1.641474914,109.7389638,127.1077246,0.052526043,Exp2
306,15,FZB42,1.00E+05,18.042795,14.081897,0.9438489,0.23926456,30,2.1719348,0.870036,102.4631999,120.5059949,0.068052699,Exp2
307,15,FZB42,1.00E+05,12.459799,9.797057,0.82760346,0.22759742,44,8.145605,1.4524046,141.1781625,153.6379615,0.046164493,Exp2
308,15,FZB42,1.00E+05,17.672373,9.022713,0.49417055,0.13884218,30,2.8204849,1.5447668,94.80343749,112.4758105,0.051218011,Exp2
309,15,FZB42,1.00E+05,20.950293,13.689859,0.848754,0.19315132,51,3.286458,1.4621198,181.7882804,202.7385734,0.054651779,Exp2
310,15,FZB42,1.00E+05,18.564297,13.051697,1.0634115,0.20329446,34,2.5967255,1.2624034,81.37913901,99.94343601,0.041916545,Exp2
311,15,FZB42,1.00E+05,12.367731,8.504108,0.6298861,0.18477654,42,5.5043473,0.5607203,81.98958158,94.35731258,0.055354521,Exp2
312,15,FZB42,1.00E+05,21.524038,14.143691,0.8608286,0.18862385,34,2.3982565,4.3378735,84.57094556,106.0949836,0.05032425,Exp2
313,16,FZB42,1.00E+06,22.537916,13.687206,0.7786957,0.17237183,58,3.5663574,1.1191491,148.1882798,170.7261958,0.055427541,Exp2
314,16,FZB42,1.00E+06,19.099907,8.957254,0.39433354,0.14072971,29,2.3609083,1.3379289,105.7475328,124.8474398,0.049333514,Exp2
315,16,FZB42,1.00E+06,18.908834,10.727961,0.8158434,0.15573306,39,2.487838,1.3558248,81.93509723,100.8439312,0.052585657,Exp2
316,16,FZB42,1.00E+06,18.81867975,11.09775488,0.647241721,0.152198306,35,2.454152525,1.69413725,109.5112513,128.329931,0.047425087,Exp2
317,16,FZB42,1.00E+06,15.58444,11.923857,0.7824026,0.23710869,19,2.943794,3.8700502,104.2206058,119.8050458,0.06831989,Exp2
318,16,FZB42,1.00E+06,22.523514,13.332845,0.78295463,0.16718528,59,3.1959853,1.6961157,192.7713039,215.2948179,0.048478614,Exp2
319,16,FZB42,1.00E+06,27.380919,16.823368,0.93815774,0.18507178,33,1.6300242,2.121185,83.8588328,111.2397518,0.057758002,Exp2
320,16,FZB42,1.00E+06,24.513908,13.329548,0.68554616,0.1593861,49,3.448313,2.0528443,159.368358,183.882266,0.047497479,Exp2
321,17,FZB42,1.00E+07,20.740957,10.475231,0.51178163,0.14589895,38,3.0951715,1.4674201,72.34533816,93.08629516,0.049793723,Exp2
322,17,FZB42,1.00E+07,28.789265,16.82696,0.9184242,0.16922346,50,2.316838,0.8765052,195.4096563,224.1989213,0.058641515,Exp2
323,17,FZB42,1.00E+07,18.054562,10.736115,0.6419759,0.17087339,34,4.8467455,1.0345695,113.1916079,131.2461699,0.04354036,Exp2
324,17,FZB42,1.00E+07,34.422325,22.227955,1.3580945,0.17992714,57,2.0619586,1.6374048,183.2885659,217.7108909,0.078074234,Exp2
325,17,FZB42,1.00E+07,33.199783,19.018753,0.94645023,0.17513801,63,2.0828996,3.4159286,145.3566978,178.5564808,0.063847143,Exp2
326,17,FZB42,1.00E+07,26.184158,15.27614,1.0147002,0.15526552,47,3.2099223,1.0413995,113.3764318,139.5605898,0.047891746,Exp2
327,17,FZB42,1.00E+07,29.505056,16.667511,0.8812328,0.15472959,32,1.6110673,0.82106185,90.55499976,120.0600558,0.06493324,Exp2
328,17,FZB42,1.00E+07,34.33746,17.924198,0.8753213,0.14039215,32,1.8946202,0.9451618,102.1928931,136.5303531,0.061444107,Exp2
329,18,FZB42,1.00E+08,28.588913,17.732872,1.0147939,0.17471373,35,1.7838188,0.7301594,108.5517374,137.1406504,0.07003422,Exp2
330,18,FZB42,1.00E+08,23.290636,13.885799,0.8174424,0.17392057,41,2.282672,1.4681381,115.1297638,138.4203998,0.055740555,Exp2
331,18,FZB42,1.00E+08,27.659864,14.46981,0.80082893,0.14097825,50,2.5372875,2.8043282,158.5198938,186.1797578,0.044642358,Exp2
332,18,FZB42,1.00E+08,27.143715,16.719568,0.96995586,0.17862959,36,3.0819552,1.7905792,100.8771245,128.0208395,0.075499744,Exp2
333,18,FZB42,1.00E+08,28.484312,16.902739,0.8763014,0.17381068,46,1.813278,2.0686424,126.1941419,154.6784539,0.063187559,Exp2
334,18,FZB42,1.00E+08,19.599121,12.866398,0.8051449,0.18963444,46,3.2866168,0.71891594,139.9124142,159.5115352,0.061756172,Exp2
335,18,FZB42,1.00E+08,11.333889,9.111389,0.6195417,0.25089833,20,3.6926289,3.382389,112.2135304,123.5474194,0.073999438,Exp2
336,18,FZB42,1.00E+08,23.72863571,14.52693929,0.84342987,0.183226513,39,2.639751029,1.851878891,123.0569437,146.7855794,0.063551435,Exp2
337,19,MBI600,control,25.009882,17.243202,1.1220095,0.1978015,26,1.1221625,3.9350638,55.9079423,80.9178243,0.071097381,Exp2
338,19,MBI600,control,25.75345,17.604805,1.0891794,0.19163959,26,2.7640207,2.145086,51.70054235,77.45399235,0.056311727,Exp2
339,19,MBI600,control,23.209785,14.70508,0.9033542,0.17007859,38,2.709751,0.9269351,76.3897911,99.5995761,0.042816331,Exp2
340,19,MBI600,control,26.134455,15.788936,0.9880635,0.14825042,17,1.2086859,3.7696934,58.1553594,84.2898144,0.0633012,Exp2
341,19,MBI600,control,23.07235643,14.32084043,0.867176663,0.173133653,36,2.5615455,2.061273414,102.0223254,125.0946818,0.053199253,Exp2
342,19,MBI600,control,26.338682,14.089266,0.7332405,0.15066482,60,3.386383,1.4353055,199.8592436,226.1979256,0.044156961,Exp2
343,19,MBI600,control,21.635477,11.549595,0.6376993,0.14413558,42,2.5402734,1.3891155,132.4171947,154.0526717,0.044523976,Exp2
344,19,MBI600,control,13.424764,9.264999,0.59669024,0.20936507,44,4.199542,0.8277146,139.7262041,153.1509681,0.050187195,Exp2
345,20,MBI600,1.00E+04,26.866682,15.989051,0.83619577,0.17292528,32,1.424804,2.0905378,72.44510169,99.31178369,0.068238979,Exp2
346,20,MBI600,1.00E+04,18.106611,11.158692,0.7139998,0.16771719,36,5.15726,1.3253322,106.2246035,124.3312145,0.056041596,Exp2
347,20,MBI600,1.00E+04,22.366243,11.725615,0.60596806,0.15026899,48,3.2606127,1.7127082,165.4765127,187.8427557,0.04851029,Exp2
348,20,MBI600,1.00E+04,25.159624,12.260289,0.58453065,0.1352522,39,2.9417608,1.1716889,136.8544918,162.0141158,0.05479173,Exp2
349,20,MBI600,1.00E+04,29.806654,15.630434,0.7853726,0.14134313,35,1.2885084,1.3133123,77.08419101,106.890845,0.068402123,Exp2
350,20,MBI600,1.00E+04,24.4611628,13.3528162,0.705213376,0.153501358,38,2.81458918,1.52271588,111.6169801,136.0781429,0.059196943,Exp2
351,20,MBI600,1.00E+04,29.455118,16.0938,0.8823067,0.14852789,50,3.3949957,0.8839978,74.89288191,104.3479999,0.072412516,Exp2
352,20,MBI600,1.00E+04,16.699175,11.827576,0.72051275,0.21322644,31,2.2293751,3.7822113,107.9524893,124.6516643,0.06310899,Exp2
353,21,MBI600,1.00E+05,13.615554,8.80672,0.54388255,0.19690044,44,3.3443174,1.7291293,125.2329732,138.8485272,0.03913909,Exp2
354,21,MBI600,1.00E+05,8.289859,7.1797385,0.5710985,0.27426058,33,4.234388,0.80908614,105.2079731,113.4978321,0.052953042,Exp2
355,21,MBI600,1.00E+05,20.391195,10.992477,0.53898376,0.16468388,44,3.0521388,0.7135444,155.0401186,175.4313136,0.055569243,Exp2
356,21,MBI600,1.00E+05,16.835909,10.103468,0.73332924,0.14149036,26,1.6919607,1.0756546,95.6784242,112.5143332,0.054890206,Exp2
357,21,MBI600,1.00E+05,25.401886,14.266888,0.80027044,0.14747642,47,2.6866019,1.6789812,126.1127258,151.5146118,0.044706873,Exp2
358,21,MBI600,1.00E+05,20.58257,12.517908,0.73201174,0.16777486,62,3.4683263,2.4946349,120.4513951,141.0339651,0.045805788,Exp2
359,21,MBI600,1.00E+05,28.550074,16.226717,0.845607,0.16788998,27,1.3163965,3.974215,76.90534796,105.455422,0.067326629,Exp2
360,21,MBI600,1.00E+05,15.52916,11.211488,0.8162381,0.20425966,40,3.2850976,1.1802456,104.9168738,120.4460338,0.047687715,Exp2
361,22,MBI600,1.00E+06,28.217407,17.081789,0.9424522,0.17694008,21,1.3008024,2.336885,72.9236207,101.1410277,0.081070528,Exp2
362,22,MBI600,1.00E+06,24.295015,15.280447,0.8618924,0.17893632,36,2.0455313,1.6075149,76.34336483,100.6383798,0.066678865,Exp2
363,22,MBI600,1.00E+06,27.012861,17.170918,0.9723219,0.1940335,13,0.5445774,2.190983,45.59634498,72.60920598,0.08181871,Exp2
364,22,MBI600,1.00E+06,25.19425,13.97313,0.70339173,0.1548805,59,3.4786444,2.995516,164.0360946,189.2303446,0.053905353,Exp2
365,22,MBI600,1.00E+06,21.69391,13.149328,0.7116594,0.18198396,30,1.6444194,1.1299564,62.21756375,83.91147375,0.064156253,Exp2
366,22,MBI600,1.00E+06,20.9548349,12.53202754,0.675817366,0.170931444,32,2.477097843,1.826435686,77.75907458,98.71390948,0.062921225,Exp2
367,22,MBI600,1.00E+06,14.002724,8.821917,0.47041145,0.19876246,36,2.870107,1.4552115,81.95850918,95.96123318,0.057550546,Exp2
368,22,MBI600,1.00E+06,6.2676773,2.2466638,0.06859248,0.11098329,33,5.455603,1.068983,41.23802404,47.50570134,0.035268321,Exp2
369,23,MBI600,1.00E+07,15.462736,7.4968476,0.36371532,0.14325573,37,3.78609,0.9088209,121.009426,136.472162,0.04675011,Exp2
370,23,MBI600,1.00E+07,18.42516,11.811387,0.72661066,0.18099749,47,2.8058708,0.73824,153.7429267,172.1680867,0.053310471,Exp2
